age,workclass,education_level,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,event_time,random_flag,source_system,event_time_std
28.0,Private,Some-college,10.00,Separated,Tech-support,Unmarried,White,Male,0.0,0.0,40.0,United-States,>80K,20/08/24,N,web,
45.0,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0.0,1977.0,50.0,United-States,nan,06/08/24,N,crm,
,Unknown,Under Graduate,8,Never-married,Other-service,Not-in-family,White,nan,0.0,0.0,40.0,United-States,<=80K,04/03/26,nan,crm,
60.0,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,,40.0,United-States,<=80K,30/08/25,nan,web,
30.0,Private,nan,9,nan,Sales,Not-in-family,White,Female,,0.0,40.0,United-States,nan,27/12/25,N,batch,
41.0,Unknown,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,1848.0,48.0,United-States,>80K,30/03/26,Y,batch,
68.0,Unknown,HS-grad,9.00,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,45.0,United-States,>80K,03/12/23,N,web,
49.0,Private,Masters,14,Never-married,Sales,Not-in-family,White,Female,,0.0,35.0,United-States,<=80K,25/07/25,nan,web,
24.0,Private,Under Graduate,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=80K,19/04/24,N,batch,
22.0,Unknown,Some-college,10.00,Never-married,Exec-managerial,Own-child,White,Male,,0.0,40.0,United-States,<=80K,20/10/25,N,batch,
30.0,Private,Under Graduate,nan,Separated,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=80K,06/09/24,N,app,
51.0,Self-emp-inc,Assoc-voc,11.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,,United-States,<=80K,22/01/25,Y,web,
43.0,Private,Under Graduate,3.00,nan,nan,Wife,Asian-Pac-Islander,Female,0.0,0.0,40.0,Vietnam,>80K,12/02/24,Y,app,
54.0,Federal-gov,Some-college,nan,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,48.0,nan,>80K,20/10/24,Y,app,
63.0,Private,nan,9,Widowed,Prof-specialty,Not-in-family,White,Female,0.0,0.0,25.0,United-States,<=80K,22/05/24,Y,batch,
63.0,Self-emp-not-inc,Under Graduate,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,nan,07/08/24,N,web,
35.0,Unknown,Assoc-acdm,12.00,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,>80K,05-19-2024,N,app,
53.0,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,>80K,17/01/26,N,batch,
57.0,State-gov,Some-college,nan,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=80K,16/02/26,nan,app,
23.0,Unknown,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,El-Salvador,<=80K,17/12/24,N,app,
69.0,Private,Under Graduate,7.00,Married-civ-spouse,Adm-clerical,Husband,White,nan,0.0,0.0,20.0,United-States,<=80K,03/08/26,nan,web,
56.0,Unknown,Under Graduate,4,Married-civ-spouse,Handlers-cleaners,Husband,White,nan,0.0,2002.0,40.0,United-States,<=80K,01-19-2026,N,web,
61.0,Private,nan,nan,Married-civ-spouse,Craft-repair,Husband,White,Male,,0.0,40.0,United-States,>80K,30/12/23,Y,crm,
32.0,Private,Under Graduate,4.00,Married-civ-spouse,Craft-repair,nan,White,nan,0.0,0.0,40.0,nan,<=80K,26/06/24,nan,app,
47.0,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,nan,<=80K,13/11/24,N,batch,
25.0,Private,Bachelors,13,Never-married,Transport-moving,Own-child,White,Male,0.0,,60.0,United-States,<=80K,05-28-2025,Y,web,
72.0,Private,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0.0,0.0,40.0,United-States,<=80K,06/05/24,N,app,
22.0,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=80K,11/08/23,Y,web,
50.0,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,nan,0.0,0.0,60.0,Columbia,<=80K,16/12/24,Y,app,
53.0,Private,Masters,14.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,48.0,United-States,>80K,16/11/23,N,crm,
75.0,Private,Under Graduate,3,Widowed,Other-service,Unmarried,Black,Male,0.0,0.0,10.0,United-States,<=80K,03/01/24,N,crm,
46.0,State-gov,Assoc-voc,11,Divorced,nan,Unmarried,White,Female,0.0,0.0,38.0,United-States,<=80K,04-14-2026,nan,app,
63.0,Unknown,Bachelors,nan,Never-married,Prof-specialty,Not-in-family,Black,Female,0.0,0.0,21.0,United-States,<=80K,06/07/24,N,crm,
28.0,Unknown,Under Graduate,2,Married-civ-spouse,Machine-op-inspct,nan,White,Male,0.0,0.0,43.0,Mexico,<=80K,07/01/24,Y,crm,
39.0,Unknown,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,62.0,England,<=80K,15/05/24,N,app,
52.0,Self-emp-not-inc,Assoc-voc,11,Divorced,nan,Not-in-family,nan,Female,0.0,0.0,35.0,United-States,<=80K,01-15-2026,nan,app,
62.0,Self-emp-not-inc,HS-grad,9.00,Married-civ-spouse,Craft-repair,Husband,White,Male,10566.0,,40.0,United-States,<=80K,04-24-2024,nan,web,
30.0,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,nan,Male,0.0,0.0,40.0,England,<=80K,29/01/25,Y,web,
49.0,Private,Masters,14,Married-civ-spouse,nan,Wife,White,Female,0.0,1977.0,40.0,United-States,>80K,10/02/26,nan,web,
25.0,Private,Under Graduate,7,Married-civ-spouse,Craft-repair,nan,White,Male,0.0,0.0,40.0,United-States,<=80K,09/07/24,nan,crm,
48.0,Private,Under Graduate,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,2002.0,40.0,United-States,<=80K,28/07/25,N,crm,
36.0,Private,Under Graduate,5,Divorced,Handlers-cleaners,Not-in-family,White,nan,4650.0,0.0,,United-States,<=80K,18/01/26,N,web,
21.0,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0.0,0.0,35.0,Jamaica,<=80K,28/04/25,nan,batch,
41.0,Private,Some-college,10,Separated,Adm-clerical,Not-in-family,White,Female,0.0,0.0,38.0,United-States,<=80K,30/09/23,nan,crm,
67.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,60.0,United-States,<=80K,10-18-2023,N,app,
50.0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,nan,Husband,White,Male,0.0,0.0,60.0,United-States,<=80K,11-16-2024,Y,app,
64.0,State-gov,Under Graduate,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,nan,>80K,05/10/25,N,batch,
37.0,Private,Under Graduate,6.00,nan,Transport-moving,Husband,White,Male,0.0,0.0,35.0,United-States,<=80K,nan,nan,app,
28.0,Private,Under Graduate,4,Married-civ-spouse,Craft-repair,nan,White,Male,0.0,0.0,30.0,United-States,<=80K,04/12/23,N,batch,
44.0,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,>80K,08-16-2024,Y,batch,
64.0,Private,HS-grad,9,Divorced,Priv-house-serv,Not-in-family,White,nan,0.0,,50.0,United-States,<=80K,10/04/24,Y,crm,
59.0,Local-gov,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,50.0,United-States,<=80K,29/07/24,N,crm,
40.0,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,44.0,United-States,<=80K,06/12/24,Y,app,
35.0,Private,Under Graduate,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,Mexico,<=80K,14/03/25,N,crm,
35.0,Local-gov,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,0.0,0.0,40.0,United-States,<=80K,12-24-2023,nan,web,
25.0,Unknown,Assoc-acdm,12,Never-married,nan,Not-in-family,White,Male,,0.0,60.0,United-States,<=80K,27/02/25,nan,app,
31.0,Private,Under Graduate,6,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,>80K,06/08/24,Y,web,
20.0,Private,nan,10,Never-married,Exec-managerial,Not-in-family,Black,Male,0.0,0.0,47.0,United-States,<=80K,05-20-2024,N,crm,
57.0,Self-emp-not-inc,nan,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,50.0,United-States,<=80K,10-21-2025,Y,batch,
36.0,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1977.0,40.0,United-States,>80K,11-24-2025,N,batch,
21.0,Private,Assoc-acdm,12,Never-married,Other-service,Not-in-family,Black,Male,0.0,0.0,35.0,Jamaica,<=80K,23/04/24,nan,crm,
34.0,Self-emp-not-inc,Prof-school,15,Separated,nan,Unmarried,White,Male,0.0,0.0,48.0,United-States,>80K,nan,N,app,
39.0,Unknown,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0.0,0.0,40.0,Poland,>80K,26/08/23,Y,app,
29.0,Unknown,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,48.0,United-States,nan,09/11/25,nan,crm,
50.0,Private,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,,0.0,40.0,United-States,<=80K,02/02/24,Y,crm,
28.0,Private,Assoc-voc,nan,nan,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=80K,10/03/24,N,app,
50.0,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,7688.0,0.0,50.0,Philippines,>80K,03/02/26,nan,crm,
27.0,Private,nan,10,Married-civ-spouse,Handlers-cleaners,Husband,nan,Male,0.0,0.0,40.0,United-States,>80K,08/10/23,Y,batch,
31.0,Private,Assoc-voc,11,Never-married,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=80K,28/05/25,Y,app,
46.0,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,nan,17/10/25,Y,app,
28.0,Private,Under Graduate,7.00,nan,Sales,Own-child,White,Male,,0.0,40.0,United-States,<=80K,05/10/25,nan,batch,
66.0,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=80K,29/04/24,nan,web,
36.0,Self-emp-not-inc,nan,9,Married-civ-spouse,Other-service,nan,Asian-Pac-Islander,Female,,0.0,20.0,South,<=80K,10/08/24,N,app,
38.0,Private,Under Graduate,nan,Divorced,Handlers-cleaners,Not-in-family,White,Female,0.0,0.0,60.0,United-States,<=80K,22/09/25,Y,web,
25.0,Private,Assoc-acdm,12,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,40.0,United-States,nan,23/04/24,Y,batch,
90.0,Private,nan,7.00,Never-married,Handlers-cleaners,Own-child,nan,Male,0.0,0.0,40.0,United-States,<=80K,nan,nan,crm,
19.0,Private,nan,nan,nan,Tech-support,Own-child,White,Male,0.0,1719.0,16.0,United-States,<=80K,02/09/23,Y,app,
59.0,Self-emp-not-inc,HS-grad,9,Divorced,nan,Own-child,White,Female,0.0,0.0,24.0,nan,<=80K,25/11/23,N,crm,
28.0,Private,Some-college,10,Divorced,nan,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=80K,25/02/24,Y,crm,
27.0,Local-gov,nan,14,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,52.0,United-States,<=80K,31/10/23,Y,web,
21.0,Private,Under Graduate,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,36.0,United-States,<=80K,nan,Y,web,
59.0,Unknown,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,>80K,11-27-2025,Y,batch,
34.0,Private,Bachelors,13.00,Never-married,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=80K,02-18-2026,Y,batch,
21.0,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,20.0,United-States,<=80K,nan,Y,crm,
52.0,Private,Under Graduate,1,Married-civ-spouse,Other-service,Not-in-family,White,Male,,0.0,40.0,El-Salvador,<=80K,nan,N,app,
38.0,State-gov,Some-college,10.00,Divorced,Protective-serv,Unmarried,Amer-Indian-Eskimo,nan,0.0,0.0,40.0,United-States,>80K,19/07/24,N,batch,
22.0,Private,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,30.0,United-States,<=80K,08/06/24,Y,app,
65.0,Private,Assoc-voc,11.00,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,20.0,United-States,<=80K,17/03/26,nan,batch,
24.0,Private,Under Graduate,5.00,Divorced,Other-service,Own-child,White,Female,0.0,0.0,40.0,United-States,<=80K,09/01/24,nan,web,
65.0,Local-gov,HS-grad,9,Married-civ-spouse,nan,Husband,White,Male,0.0,0.0,20.0,United-States,<=80K,03/12/24,Y,web,
24.0,Private,Under Graduate,3,Never-married,nan,Unmarried,White,Male,0.0,0.0,40.0,El-Salvador,<=80K,26/05/24,N,batch,
40.0,Self-emp-inc,Some-college,10.00,Married-civ-spouse,Farming-fishing,Husband,nan,Male,0.0,0.0,50.0,United-States,<=80K,nan,N,web,
30.0,Private,Under Graduate,8,Divorced,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States,nan,03-30-2025,nan,app,
63.0,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,<=80K,30/05/24,nan,web,
46.0,State-gov,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,1506.0,0.0,50.0,United-States,<=80K,12/06/25,nan,batch,
33.0,Private,Doctorate,nan,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,55.0,United-States,>80K,02/05/24,N,app,
46.0,Private,HS-grad,9,Divorced,Priv-house-serv,Unmarried,White,Female,0.0,,28.0,Ecuador,<=80K,08-17-2025,nan,batch,
31.0,Unknown,Under Graduate,5,Married-civ-spouse,Craft-repair,nan,White,Male,0.0,0.0,60.0,United-States,<=80K,nan,nan,app,
29.0,Private,Assoc-acdm,12.00,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,50.0,United-States,<=80K,05/05/25,nan,app,
54.0,Self-emp-not-inc,Under Graduate,6.00,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,65.0,United-States,<=80K,08/04/25,N,batch,
63.0,Private,Some-college,10,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=80K,01/04/26,Y,app,
66.0,Private,Assoc-voc,nan,Married-civ-spouse,Adm-clerical,Husband,nan,Male,0.0,0.0,30.0,United-States,<=80K,nan,nan,crm,
30.0,Private,Some-college,10.00,Divorced,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,20.0,United-States,<=80K,26/02/25,Y,app,
67.0,Self-emp-not-inc,Under Graduate,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=80K,10-22-2024,N,web,
30.0,Private,Under Graduate,8,Never-married,Craft-repair,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=80K,08-24-2024,nan,app,
18.0,Private,Under Graduate,8,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,10.0,United-States,<=80K,02/12/23,Y,batch,
,Self-emp-inc,Under Graduate,nan,Married-civ-spouse,Prof-specialty,Husband,nan,Male,,0.0,40.0,United-States,<=80K,04-29-2026,N,web,
18.0,Private,Under Graduate,8,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,25.0,United-States,<=80K,04/07/25,nan,batch,
55.0,Private,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,nan,14084.0,0.0,45.0,United-States,nan,nan,Y,crm,
33.0,Self-emp-not-inc,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,nan,0.0,0.0,72.0,United-States,<=80K,11-20-2025,nan,web,
48.0,Private,nan,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,10.0,United-States,<=80K,10/09/25,N,crm,
64.0,Private,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,,nan,<=80K,nan,N,crm,
24.0,Private,Under Graduate,6,Never-married,nan,Not-in-family,White,nan,0.0,0.0,49.0,El-Salvador,<=80K,27/03/25,Y,crm,
,Private,Bachelors,nan,Never-married,nan,Not-in-family,White,Female,0.0,0.0,20.0,United-States,<=80K,08-13-2025,Y,batch,
33.0,Private,Under Graduate,7.00,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=80K,05/01/24,N,crm,
38.0,Self-emp-not-inc,nan,11,Divorced,Exec-managerial,Unmarried,White,Male,0.0,0.0,35.0,United-States,<=80K,17/11/25,nan,batch,
54.0,Private,Under Graduate,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,>80K,01-14-2024,N,crm,
75.0,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,4931.0,0.0,3.0,United-States,<=80K,02/03/26,Y,crm,
29.0,Private,Masters,14,Never-married,Transport-moving,Own-child,Black,Male,,0.0,40.0,United-States,<=80K,04/05/25,nan,crm,
51.0,Unknown,nan,7,Never-married,Other-service,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=80K,06-25-2025,nan,crm,
68.0,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,30.0,United-States,nan,25/08/25,nan,crm,
41.0,Private,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,nan,Male,0.0,0.0,40.0,United-States,<=80K,12-15-2024,N,app,
44.0,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,nan,Male,0.0,0.0,45.0,United-States,>80K,08/02/25,nan,batch,
20.0,Private,HS-grad,9.00,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0.0,0.0,40.0,United-States,<=80K,08-13-2025,Y,web,
27.0,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,nan,nan,White,Male,7688.0,0.0,,United-States,>80K,16/07/24,Y,app,
36.0,Private,nan,9,Married-civ-spouse,Farming-fishing,Wife,White,Female,0.0,0.0,40.0,United-States,<=80K,17/04/26,Y,crm,
49.0,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,,1902.0,40.0,United-States,>80K,24/08/23,N,web,
42.0,Private,nan,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,,50.0,United-States,>80K,05/08/24,N,web,
72.0,Private,HS-grad,9,Widowed,Other-service,Unmarried,White,nan,0.0,0.0,16.0,United-States,<=80K,14/07/24,N,crm,
44.0,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=80K,12/12/23,nan,batch,
,Private,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,Mexico,<=80K,25/11/24,Y,app,
64.0,Federal-gov,Under Graduate,4,Widowed,Other-service,Unmarried,White,Female,0.0,0.0,30.0,Puerto-Rico,<=80K,nan,Y,batch,
31.0,Private,Some-college,10,Married-civ-spouse,Sales,Wife,Black,Female,0.0,0.0,40.0,United-States,<=80K,02/11/24,nan,app,
59.0,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,1887.0,40.0,United-States,>80K,15/10/23,Y,crm,
43.0,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=80K,nan,nan,batch,
32.0,Unknown,Under Graduate,8.00,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,Mexico,<=80K,10-14-2024,N,batch,
34.0,Local-gov,Masters,14,nan,Exec-managerial,Husband,White,Male,,0.0,40.0,United-States,>80K,07/10/23,nan,crm,
,Private,Under Graduate,5,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,nan,27/11/24,N,app,
37.0,Private,Under Graduate,2,Married-civ-spouse,nan,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Cambodia,<=80K,06/10/25,N,batch,
54.0,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=80K,11/12/24,Y,batch,
35.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,99.0,United-States,<=80K,01/03/24,Y,crm,
21.0,Private,nan,10,Never-married,Tech-support,Own-child,White,Female,0.0,0.0,,Ecuador,<=80K,29/09/24,Y,batch,
65.0,Self-emp-not-inc,Some-college,10,Widowed,Craft-repair,Not-in-family,White,Female,,0.0,35.0,United-States,<=80K,02/01/24,Y,crm,
40.0,Private,Bachelors,13,Separated,Adm-clerical,Unmarried,Black,Male,0.0,0.0,35.0,United-States,<=80K,09/10/24,nan,batch,
25.0,Private,Bachelors,13,Never-married,Craft-repair,nan,White,Male,0.0,0.0,40.0,Mexico,<=80K,17/01/26,nan,web,
46.0,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,nan,nan,Male,0.0,0.0,48.0,United-States,>80K,11/06/23,Y,app,
63.0,Unknown,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,>80K,02/10/24,N,crm,
68.0,Self-emp-not-inc,Under Graduate,4,nan,Exec-managerial,Husband,White,Male,0.0,0.0,16.0,United-States,<=80K,10-28-2023,N,web,
34.0,Unknown,Prof-school,nan,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,40.0,United-States,>80K,13/03/26,N,app,
56.0,Self-emp-not-inc,nan,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,35.0,nan,<=80K,08-15-2025,N,batch,
40.0,Private,Some-college,10,Divorced,Handlers-cleaners,nan,Amer-Indian-Eskimo,Female,0.0,0.0,84.0,United-States,<=80K,02-29-2024,N,app,
37.0,Private,Under Graduate,6,Married-civ-spouse,nan,Husband,White,Male,0.0,0.0,50.0,United-States,<=80K,nan,Y,app,
50.0,Federal-gov,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,,0.0,40.0,United-States,<=80K,01/06/24,N,web,
25.0,Private,Assoc-acdm,12,nan,Handlers-cleaners,nan,Black,Male,0.0,0.0,40.0,Jamaica,<=80K,25/01/25,Y,batch,
20.0,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=80K,12/07/25,Y,batch,
43.0,Federal-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,nan,12/03/26,N,crm,
29.0,Private,Assoc-voc,11,Never-married,Exec-managerial,Unmarried,White,nan,0.0,0.0,50.0,United-States,<=80K,28/11/25,nan,app,
29.0,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,,38.0,United-States,<=80K,01-16-2024,Y,web,
29.0,Private,HS-grad,nan,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=80K,nan,N,app,
20.0,Private,Some-college,10.00,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,20.0,United-States,<=80K,28/11/24,nan,app,
35.0,Private,Under Graduate,6,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,<=80K,01-24-2026,N,crm,
67.0,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,,40.0,United-States,<=80K,06-17-2025,N,web,
45.0,Private,Under Graduate,5,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0.0,0.0,40.0,nan,>80K,17/09/25,N,web,
35.0,Private,Bachelors,13,Married-civ-spouse,nan,Husband,White,Male,0.0,1848.0,,United-States,>80K,02/10/23,Y,web,
49.0,Private,HS-grad,9.00,Divorced,nan,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=80K,01/11/25,N,web,
64.0,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,20.0,United-States,<=80K,13/04/24,N,batch,
39.0,Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,,0.0,50.0,United-States,<=80K,26/07/25,Y,web,
28.0,Private,Under Graduate,7,Never-married,Handlers-cleaners,Other-relative,White,Male,0.0,0.0,40.0,United-States,<=80K,12/06/24,N,web,
54.0,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,50.0,United-States,<=80K,10/02/26,Y,web,
25.0,Private,HS-grad,9.00,nan,Exec-managerial,Own-child,White,Female,,0.0,40.0,United-States,<=80K,19/06/25,N,batch,
25.0,Private,Under Graduate,7,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,12.0,United-States,<=80K,06/12/23,Y,batch,
24.0,Unknown,Assoc-acdm,12,Divorced,nan,Own-child,White,Female,0.0,0.0,30.0,United-States,<=80K,12/11/23,nan,crm,
35.0,Private,Bachelors,13.00,Never-married,Other-service,nan,White,nan,0.0,0.0,50.0,United-States,<=80K,nan,nan,web,
43.0,Self-emp-not-inc,nan,10,Divorced,Sales,Unmarried,White,nan,0.0,880.0,42.0,United-States,<=80K,28/08/25,nan,batch,
29.0,Private,Bachelors,nan,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,Canada,<=80K,28/08/24,nan,web,
40.0,Self-emp-not-inc,Assoc-acdm,12,nan,Exec-managerial,Not-in-family,White,Male,0.0,0.0,30.0,United-States,<=80K,12/09/23,Y,app,
38.0,Private,Assoc-voc,11.00,Never-married,Tech-support,nan,White,Male,0.0,0.0,50.0,United-States,<=80K,13/01/26,N,web,
43.0,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0.0,0.0,99.0,United-States,>80K,10/02/25,Y,batch,
18.0,Private,nan,7.00,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,,United-States,<=80K,07/10/25,N,batch,
57.0,Local-gov,Masters,14.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,>80K,07-23-2025,nan,web,
56.0,Private,Under Graduate,6.00,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,56.0,United-States,<=80K,nan,nan,web,
19.0,Private,HS-grad,9.00,Never-married,Craft-repair,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=80K,12-17-2025,nan,app,
48.0,Self-emp-not-inc,Under Graduate,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,Italy,<=80K,01/12/25,Y,web,
31.0,State-gov,HS-grad,9,Divorced,Protective-serv,Own-child,Other,Male,0.0,0.0,40.0,United-States,<=80K,12-16-2025,N,batch,
41.0,Unknown,Under Graduate,6,Married-civ-spouse,nan,nan,Black,Male,0.0,0.0,40.0,United-States,>80K,31/05/25,N,web,
64.0,Private,Under Graduate,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,>80K,05/02/24,Y,web,
